URL,ID,Date,Author,Comment
,297,"Mar 1, 2016",rivrrodent,"@ebailey121 @Tom W. @ted123456 A middle class needs factories. The EPA has banned manufacturing in the US. Without a middle class, how does one get youself or your children out of poverty?"
,298,"Mar 1, 2016",ebailey121,@rivrrodent @ebailey121 @Tom W. @ted123456 The EPA has banned manufacturing in the USA???? Is that a serious comment???/
,299,"Mar 1, 2016",rivrrodent,@ebailey121 @rivrrodent @Tom W. @ted123456 That has been their mandate for a decade.
,300,"Mar 1, 2016",Tom W.,"@rivrrodent @ebailey121 @Tom W. @ted123456 Ohhhhh! So it's the EPA that caused all those CEOs to offshore their manufacturing to China.

And here I thought it was because of China's ready access to virtual slave-labor with no rights, protections, or environmental safeguards whatsoever. "
,301,"Mar 1, 2016",rivrrodent,@Tom W. @rivrrodent @ebailey121 @ted123456 It is mostly China's lack of regulations.
,302,"Mar 1, 2016",Tom W.,"@rivrrodent @Tom W. @ebailey121 @ted123456 Yeah....lack of labor regulations, lack of environmental regulations, lack of legal regulations.

Sure...its easy to make a lot of money when you can terrorize your employees into working for nothing and can dump toxic waste right out the back-door. 

If that's what the right's beloved ""job creators"" are offering, they can shove it. "
,303,"Mar 1, 2016",ebailey121,"@Tom W. @rivrrodent @ebailey121 @ted123456 THANK YOU!!!! I heard a guy on Fox News talk about how China is growing so fast because they dont have the same regulations we do.

YEA AND THATS A GOOD THING....In beijing last week the city sent out a city wide order for the civilian population to stay inside because the smog was so thick it was too great of a danger.

If you want to send your 8 years old off to work for Apple 90 hours a week by all means send them to china"
,304,"Mar 1, 2016",rivrrodent,@Tom W. @rivrrodent @ebailey121 @ted123456 Just compare Greece's economy to China's. Which is growing and which is rotting?
,305,"Mar 1, 2016",Tom W.,"@rivrrodent @Tom W. @ebailey121 @ted123456 Okay.....first off, comparing a nation with a tiny economy mostly based on tourism and the economy of the most populous nation on Earth is downright silly.  Especially when one of those nations doesn't even have its own currency. 

The REAL question is, where would you rather live and work?  I seriously doubt anyone would choose China over Greece."
,306,"Mar 1, 2016",kayel,"What socialism really means is that you can sit on your rump and share the wealth that others have worked for. That's what those who want Sanders in power truely want, The government can't give you something without taking it from someone else."
,307,"Mar 1, 2016",murraybob1,"@kayel  Sadly, like the thief in the night who rips off the bicycle from the garage that is left open, the Sanders crowd is all to ready for that to happen... and legally.  Scary!"
,308,"Mar 1, 2016",murraybob1,"Cuba had all the rich resorts.  Massive economic inequality.  Massive poverty.  So the masses rose up.  Now there is a ""chicken in every pot"".  And if you eat black market chicken on a ""non-chicken"" day, and get caught...when your neighbor smells it simmering and reports you...you go to jail.  That's socialism."
,309,"Mar 1, 2016",Dvandal,@murraybob1 Actually that's authoritarian communism. Socialism and communism are not interchangeable concepts.
,310,"Mar 1, 2016",Gath,@Dvandal @murraybob1 It's really not the concepts that are the problem per se.  It is what the concepts have been always proven to do because of human nature under such concepts.
,311,"Mar 2, 2016",Dvandal,"@Gath @Dvandal @murraybob1 This very accurate; and a legitimate concern regarding Sanders' style of socialism. Though the exact same rationale can apply to any economic or political philosophy; libertarian capitalism can descend into an oligarchy as easy as democratic socialism can descend into an extreme bureaucracy.

My issue with the above is the equating of Cuban Communism with democratic socialism; not comparing, but equating. This is a hyperbolic and jingoistic response and has the net effect of distracting from any real discussion regarding our economic future as a nation.

If the gentleman wanted to post something along the lines of ""I'm a staunch libertarian and oppose this."" I would not have had a comment."
,312,"Mar 1, 2016",Tom W.,"It just goes to show how totally outside the mainstream the conservatives are.  The majority of those under 45 shun unfettered capitalism and that's all the GOP has ever had to offer. 

We've seen what a ""winner takes all"" society is like, and the American people have categorically rejected it.  We want to be an egalitarian society with shared vision and shared goals.......not a banana republic where the plutocrats live like Kings and control all the levers of power while the average worker slides further and further back. "
,313,"Mar 1, 2016",djmgdl,"@Tom W. What do you call an ""average worker""?"
,314,"Mar 1, 2016",Tom W.,"@djmgdl @Tom W. I mean just that.  The average worker with the average education earning the average national income. 

The wages of the working class has stagnated or declined while the income of the top .01% has nearly tripled over the past few decades.   That's not only bad for the economy, it's a recipe for armed rebellion. "
,315,"Mar 1, 2016",AlexFri,"So sick of the left.  Let's just split up the country left and right, build a big f* wall in the middle, and be done with it.  Guaranteed that they will be the ones trying to desperately crawl over the wall when their socialist ""experiment"" (probably the 100th one in human history) collapses and they all die of starvation.

But they won't want to split up the country.  Cause in order for leeches/socialism to exist, they need capitalists and people who actually work and pay taxes."
,316,"Mar 1, 2016",Tom W.,"@AlexFri If conservative economic policies are so great, why are all the ""red"" states by far the poorest and least educated in the nation? (and always have been since the nation's creation)

Why are states like Kansas (who had the trickle-down hero himself, Arthur Laffer, write the budget) hemorrhaging money while more liberal states are doing much better?"
,317,"Mar 1, 2016",volfeman,"@Tom W. @AlexFri Are you referring to Buffalo poverty rate of 29.9%, Philadelphia poverty rate of 28%, Milwaulkee poverty rate of 29.9%, Detroit, Cincinnati, Newark, St. Louis, etc.
The Democratic solution has failed all of these cities and these are just the tip of the Democratic iceberg..."
,318,"Mar 1, 2016",Tom W.,"@volfeman @Tom W. @AlexFri There are huge swaths of the south (Appalachia in particular) where the poverty rate is over 80%. 

Still want to trade statistics?"
,319,"Mar 1, 2016",olddrummerdude,"Democratic Socialism: If we can't all be rich, let's all be EQUALLY poor.  This Democratic Socialism thought seems to go back to the ""entitlement generation"" nowadays.  Everybody wants everything for nothing.  What can the government GIVE me?  Funny thing is, Democrats are so foolish as to believe Socialism actually works. You can't tax a country into prosperity! Want Socialism?  Be prepared to be taxed to the hilt so someone else can enjoy your hard-earned money without working for it. "
,320,"Mar 1, 2016",matthew713,"@olddrummerdude what about social security,the roads, the military, police.fire department,hospitals, schools,libraries,utility lines,sewage, and post office? Are you  saying these shouldn't exist?"
,321,"Mar 1, 2016",frgough,@matthew713 @olddrummerdude None of those are socialism. Socialism is redistribution of wealth from those who have it to those who don't. Socialism is indentured servitude. Socialism is taking my property and giving it to someone else because some third party thinks I don't deserve to have so much.
,322,"Mar 1, 2016",TravisFrazier,"@frgough @matthew713 @olddrummerdude ""Socialism is redistribution of wealth from those who have it to those who don't.""

That's exactly what all those programs are. How would you like it if all road ways were built by private corporations where users were forced to pay everytime they wanted to drive somewhere. Instead the government taxes people, with the rich putting in the more and the poor putting in very little, to cover the costs of building and maintaining roads. You are talking wealth from those that have it to help everybody, including those that don't.

""Socialism is taking my property and giving it to someone else because some third party thinks I don't deserve to have so much.""

No, taxes aren't ""taking your property"". They are a fee that you are expected to pay to live within a society as draw many benefits from living within our society. You would be NOTHING without our society so you are expected to pay back some of what you benefited from so that the next person can have the same benefits."
,323,"Mar 3, 2016",prydain12345,"@olddrummerdude Actually, macroeconomic theory states that increasing taxes is a way to increase GDP . . ."
,324,"Mar 1, 2016",WhatElseCanHappen,"Old Ben Frankin said ""when the people find that they can vote themselves money, that will herald the end of the republic"".  Bernie's playing the role of herald quite well."
,325,"Mar 1, 2016",murraybob1,@WhatElseCanHappen  Wow.  What a profound...and frightening truth.
,326,"Mar 1, 2016",ijbh2o,"@WhatElseCanHappen Except that particular quote has been attributed to many different people, including Hamilton, De Tocqueville, Franklin and Tytler.  No one really knows who said it.  It is like Abraham Lincoln said, ""The problem with quotes on the internet is that it is hard to verify their authenticity.""

So while that quote might sound good, and attributing it to Franklin sounds even better, it doesn't mean it was a real quote from any of those."
,327,"Mar 1, 2016",Keysrat321,"""The day will come when our republic will be an impossibility because wealth will be concentrated in the hands of a few. When that day comes, we must rely upon the wisdom of the best elements in the country to readjust the laws of the nation."" James Madison"
,328,"Mar 1, 2016",shayneedward,@Keysrat321 I somehow doubt Madison embraced socialism or communism.
,329,"Mar 1, 2016",murraybob1,"@Keysrat321  That's what they said in Cuba.  So Castro exercised his ""wisdom"" and suddenly everyone was equally poor.  Yes you had a chicken once a week.  But if you ate chicken on a ""non-chicken"" day you went to jail.  Wake up you socialists."
,330,"Mar 1, 2016",frgough,@Keysrat321 I can guarantee right now Madison never said that.
,331,"Mar 1, 2016",AlexFri,"@Keysrat321 In what way is wealth concentrated in the hands of a few? Every single American, from the richest to the poorest, is in the top 10% richest in the world.  Every American is well fed compared to the rest of the world.  And all this is because of capitalism, innovation that brings better yielding crops and technology.  In past ages, you could be a lord and still starve over a winter."
,332,"Mar 1, 2016",The Real Max,problem with socialism? you eventually run out of other people's money to spend. 
,333,"Mar 1, 2016",alaric411,@The Real Max  As well as the fact that those who do work and generate money decide that working hard is no longer worth the effort since the money they generate is redistributed
,334,"Mar 1, 2016",Pad70,"@alaric411 @The Real Max I've never met anyone who thought, ""I'm not going to work today because I'm only bringing home $2.5M instead of $2.8M."""
,335,"Mar 1, 2016",The Real Max,"@alaric411 @The Real Max - right, it diminishes all the ambition to aim higher. Kinda like raising minimum wage to a ridiculous $. "
,336,"Mar 1, 2016",Just Keith,"Give me four years to teach the children and the seed I have sown will never be uprooted.
-- Vladimir Lenin"
,337,"Mar 1, 2016",WhatElseCanHappen,It's fresh lipstick on the old socialist/communist pig.
,338,"Mar 1, 2016",Pad70,"@WhatElseCanHappen Socialism and communism have never been the same thing, no matter how ignorant people in the 50s were (and some today remain)."
,339,"Mar 1, 2016",frgough,"@Pad70 @WhatElseCanHappen Socialism is Communism light. In Communism, a central authority takes your property. In Democratic socialism, the mob takes your property."
,340,"Mar 1, 2016",murraybob1,"Once God is fully rejected and replaced with Government, then ""Thou shalt not covet"" is quickly replaced with ""economic justice""."
,341,"Mar 1, 2016",Tom W.,@murraybob1 God never had any place in our government. 
,342,"Mar 1, 2016",shayneedward,"We are a free market economy with socialist programs.  And those socialist programs are a necessary safety net; sometimes people have problems and need help.  But they need to be a safety net, not a way of life."
,343,"Mar 1, 2016",wanderingminstreleye,"@shayneedward You had me up until the end, not because I disagree with the idea, but because most of the claims that people are using social programs as a way of life are false or misleading. However, I am always open to actual evidence of this being a widespread problem -- and not from sources clearly biased one way or the other."
,344,"Mar 1, 2016",JandDW,"@shayneedward
The way of life Bernie is proposing is better wages, health care for all without for-profit insurance companies involvement and opportunities for higher education.  Maybe fewer would need a safety net if these issues were provided for all hardworking Americans."
,345,"Mar 1, 2016",frgough,"@JandDW @shayneedward The way of life Bernie is proposing is a nanny state that wipes your nose and your bum, pats you on the head and tells you this is what you get and no more. It should offend the **** out of any real adult."
,346,"Mar 1, 2016",frgough,@shayneedward The lie that only the government can provide an effective safety net has done more damage to our freedom than just about anything else.
,347,"Mar 1, 2016",djmgdl,"@shayneedward Yes, but the safety net needs to be voluntary, not mandatory!"
,348,"Mar 1, 2016",huffingtonpost,"The US military is the largest socialist program in the world, transferring trillions of dollars of taxpayer money to shareholders and government employees.  What do we have to show for it?  We haven't won a war since 1945, we have trillions in debt, and most of the world hates us.  "
,349,"Mar 1, 2016",Tom W.,@huffingtonpost But the rich are richer than ever.  That was their plan all along. 
,350,"Mar 1, 2016",Keysrat321,I remember the drills at school going under desks and such. To think we have capitalism is foolish. We have a quasi capitalism. The government bails out banks and the auto industry. Our economy makes the rich richer and protects large corporations at the expense of the middle class. Bernie's socialism doesn't have anything to do with adding government ownership to private business. He is advocating health care for all which will cost middle class people less then they pay with current premiums. Education without mountains of debt. These idea have nothing to do with the former Soviet Union. As technology advances in both the medical field and job requirements these ideas are more necessary.
,351,"Mar 1, 2016",HitlaryForPrison2016,"@Keysrat321 You mean cost them less than premiums they never wanted to pay in the first place? It's still tons more than before. How is lessening the doctor ""pool"" and increasing the patients a good idea? 

Where did you get your information from? Venezuela?"
,352,"Mar 1, 2016",frgough,@Keysrat321 Bernie's socialism will happily tell businesses how they must run their business and how much they can earn. He will own them in every meaningful aspect. It doesn't matter that his name isn't actually on the deed.
,353,"Mar 1, 2016",djmgdl,@Keysrat321 Is that why my wife and I had to give the government $695 dollars this year because she pays for her own doctor visits and does not have an insurance policy? Do you think that is less than 0?
,354,"Mar 1, 2016",FitRon21,"Question #1.  Define fairness.  Define justice.  Define equity.
Question #2.  Who gets to define them?
Question #3.  Pick one:  a.  Unalienable rights and equal opportunity.  b. Rights ""granted"" and equal outcome decided by whim of the voters.

Socialism: the path to subjection and servitude.  Democratic Capitalism:  the worst governmental system, except for all the rest."
,355,"Mar 1, 2016",HitlaryForPrison2016,"@FitRon21 You may want to make the Democratic part closer to the Capitalism. For a second, I thought you said Capitalism was the worst govt system. "
,356,"Mar 2, 2016",JonathanPi,I just want something simple.  Everyone has the same opportunities to succeed.  No one is every going to have the same starting point as everyone else.  I want to live in a society that enables a driven person to succeed and flourish while allowing a slothful person to reap the rewards of his own slothfulness.  You don't work?  You don't eat.  
,357,"Mar 1, 2016",EmmyP,"""Let me define for you … what democratic socialism means to me. It builds on what Franklin Delano Roosevelt said when he fought for guaranteed economic rights for all Americans.""

When you take something that is morally good - like ""rights"" - and add a qualifier, you turn it into something evil.  The reason is that if you embrace the concept of ""rights,"" it will be inclusive.  That is to say that it covers all rights.
But when you qualify it and focus on ""economic rights,"" you've compromised the greater concept of rights in favor of the qualified ""economic rights.""  And inevitably, other (non-economic) rights are about to be violated in order to support the new focus on ""economic"" rights."
,358,"Mar 1, 2016",murraybob1,@EmmyP  Say what?
,359,"Mar 1, 2016",murraybob1,"@EmmyP  A = B, except when B = A or C = B ... Sounds like Obama, Trump or Hillary's logic."
,360,"Mar 1, 2016",frgough,"@EmmyP The only economic right I am interested in is the right to keep what I earn. You may only tax what I earn for services that benefit me directly (military, police, roads, etc.). It is a violation of my economic rights for you to tax my property to give to someone else. To do so is to make me an indentured servant to that person, working for them without compensation."
,361,"Mar 3, 2016",prydain12345,@frgough @EmmyP So having a better educated and better cared for general public is a bad thing?
,362,"Mar 1, 2016",smartthink,"Ahh, the sacrifice of a few for the good of many. Sounds good unless you are one of the few."
,363,"Mar 1, 2016",EmmyP,@smartthink  The collective! 
,364,"Mar 1, 2016",matthew713,@smartthink my heart goes out to all the poor billionaires and their sacrifice of having to pay the lowest tax rates in the world.
,365,"Mar 1, 2016",FitRon21,@matthew713 @smartthink  factually inaccurate non sequitur.
,366,"Mar 1, 2016",frgough,@matthew713 @smartthink Envy is an ugly emotion. A society built upon it cannot last.
,367,"Mar 1, 2016",LucidzJeeves,@smartthink yeh those billionaires won't be able to put food on the table if they're taxed properly.  shame
,368,"Mar 1, 2016",FitRon21,@LucidzJeeves @smartthink  The mob has howled.
,369,"Mar 1, 2016",HitlaryForPrison2016,"@LucidzJeeves @smartthink I'm sure they'd be able to provide for their family. Their employees? Not so much. Let's keep adding to the 50 million on food stamps!

FREE FOOD STAMPS FOR EVERYONE!!!!"
,370,"Mar 1, 2016",shayneedward,@smartthink Funny how the leader of the many tends to reap the most rewards...
,371,"Mar 1, 2016",HISharbinger3,"The US Constitution was addressing the human condition for the desire for power. That is why governmental powers were divided into the three separate sectors, so no one person could obtain total power. This had never been done before in any civilized society. There were ancient rights to vote in early Scandinavian social orders, but never a ability to restrain this individual once ""elected"" as chief.
The truth is socialism is tied to Marxism and Communism because it is the fundamental thinking that eventually leads to a Communistic ruling class where there is no right to speak out against - no redress of govenment. Mike Harrington is an agent of change that brought a false promise.
The Founding Fathers, especially Jefferson, was influenced by colonial preachers of the Christian faith. If you don't believe it, check out the speech President Calvin Coolidge gave about the Declaration of Independence. The Constitution stands on these same principles of faith. How is it a country less than 200 years old get a man on the moon? A thousand years earlier vikings can to the New World on wooden sailing ships the same technology the Founders arrived to the New World in. Only a spiritual act could have made this possible. But those who love humanism are reluctant to leave socialism as they see failed, many times over, policies as their source for happiness. But the defenders of freedom fell asleep and the humanists have overrun America with a false message of hope and change. Read: the Five Thousand Year Leap by Skousen"
,372,"Mar 1, 2016",murraybob1,"Obama promised ""Shovel ready jobs"".  But when it came time to shovel them out he scratched his head and said, ""I guess they weren't so shovel ready after all.""  Then smiled."
,373,"Mar 1, 2016",smartthink,@murraybob1 He has given many opportunities to shovel
,374,"Mar 1, 2016",ViperLadyAllen,@smartthink @murraybob1 We all know what he shovels....
,375,"Mar 1, 2016",lookandlisten,"@smartthink @murraybob1  you think Obama has ever even held a shovel in his hands, much less done a real days work?"
,376,"Mar 1, 2016",FitRon21,@murraybob1  Like the man said.  My dog produces more shovel ready jobs than Obama.
,377,"Mar 1, 2016",GusMeyer,Roosevelt put millions of americans to work. He did not pay them to sit home and watch cable TV.
,378,"Mar 1, 2016",illustrator,"@GusMeyer Bernie wants them to fix our failing infrastructure, and he's right on  the money."
,379,"Mar 1, 2016",smartthink,@illustrator @GusMeyer Problem is he would like to give away all of the money it would take to do it.
,380,"Mar 1, 2016",DG2160,@illustrator @GusMeyer Bernie is a hippie bum that never grew up to do anything constructive except feed off the Government and taxpayers. Bernie is a WELFARE case!
,381,"Mar 1, 2016",frgough,@illustrator @GusMeyer You really think Sanders will make work a requirement to receive a welfare check? Bwahahaha
,382,"Mar 1, 2016",murraybob1,@GusMeyer  This point has been clarified and restated several times in this discussion.  But socialist wannabes don't get it.
,383,"Mar 1, 2016",EmmyP,"@GusMeyer  I can't tell if you think that's a good thing :-/
...but just in case...
.
It is not the proper role of the government to ""put people to work."" "
,384,"Mar 1, 2016",The Real Max,"@GusMeyer exactly, right on!"
,385,"Mar 1, 2016",Scot67,@GusMeyer And Republicans refused to pass any bills to fund the actual shovel ready jobs that ore there especially regarding infrastructure.
,386,"Mar 1, 2016",frgough,"@Scot67 @GusMeyer You mean, except for T.A.R.P. which was supposed to actually fix all that."
,387,"Mar 1, 2016",Whatwouldjeebussay,"If you don't understand the difference between socialism and communism, you might be a Fox viewer.  "
,388,"Mar 1, 2016",murraybob1,"@Whatwouldjeebussay  If you don't understand how fine the ""fine line"" is you should avoid tight-rope walking."
,389,"Mar 1, 2016",illustrator,"@murraybob1 @Whatwouldjeebussay Lay it out for us in detail, with your fine, parent-funded Ivy-school education, Marie."
,390,"Mar 1, 2016",murraybob1,"@illustrator @murraybob1 @Whatwouldjeebussay Actually, my son did get an invitation to Yale.  I tore it up because I wouldn't send him to one of those bastions of progressive liberalism in a thousand years.  Thank you."
,391,"Mar 1, 2016",lookandlisten,"@murraybob1 @illustrator @Whatwouldjeebussay  I think Mr. Illustrator is an illustration of petty jealousy, poor wit, and socialist sloth,
oh well."
,392,"Mar 1, 2016",FitRon21,@murraybob1 @illustrator @Whatwouldjeebussay  touche' mon frère!
,393,"Mar 1, 2016",Whatwouldjeebussay,"America is a progressive, diverse, urban, secular nation.   That's simply reality in the 21st century.  I'm sorry it no longer aligns with what you wish it were.  "
,394,"Mar 1, 2016",Whatwouldjeebussay,Why is it simply accepted that we publicly fund education for every American child through grade 12...but the moment we start discussing that we might publicly fund it to grade 14 or grade 16 the world is going to end?   The public school system in America has remained unchanged for 150 years.   And our kids are lagging behind in every field.
,395,"Mar 1, 2016",murraybob1,@Whatwouldjeebussay  That's right.  And student were better educated 150 years ago.  So now we want to dumb down more?
,396,"Mar 1, 2016",Whatwouldjeebussay,@murraybob1 @Whatwouldjeebussay That makes less than no sense.  
,397,"Mar 1, 2016",illustrator,"@Whatwouldjeebussay @murraybob1 What Marie meant to say was white, male students were better educated 150 years ago. And he's right. All you have to do is read Marie's statements and there's the proof. "
,398,"Mar 1, 2016",illustrator,@Whatwouldjeebussay Because then elitists like Marie here would not get to feel special and make billions by screwing the working class. 
,399,"Mar 1, 2016",FitRon21,"@illustrator @Whatwouldjeebussay  sod off Marx. lets have Big Fed start by confiscating your ill gotten gains.  Hey, it's only diverse and fair, right?"
,400,"Mar 1, 2016",EmmyP,"@Whatwouldjeebussay  If they didn't learn it in the first 12 YEARS, what makes you think two more years is gonna help?"
,401,"Mar 1, 2016",JandDW,"@EmmyP @Whatwouldjeebussay
For those who have the initiative to want to work hard for a better education, why would anyone resent them being able to obtain one?  Why wouldn't we want our children and grandchildren to be able to go as far as they can in life?
A little too much of the attitude, ""Well I didn't go on to college why should they?"""
,402,"Mar 1, 2016",TEDCRUZKICKSBUT,"Bernie Sanders is as insane as Trump and Hilary. All of these people should be locked up for life for TREASON against the U.S, along with Obama and his entire administration! Ted Cruz is a true America who supports true American values that defend our core existence (FREEDOM & THE CONSTITUTION!) Due to the liberals destroying our once great nation since the 1960's with the anti-god, wicked left winged agenda, we have a entire generation who knows NOTHING about what being a real American means or even what being a truly moral person means! DEMOCRATS are the problem in America. "
,403,"Mar 1, 2016",Whatwouldjeebussay,@TEDCRUZKICKSBUT You should ask for your money back from that mail-order law school.  
,404,"Mar 1, 2016",illustrator,"@Whatwouldjeebussay @TEDCRUZKICKSBUT Man, I felt that spittle through my screen."
,405,"Mar 1, 2016",murraybob1,I do understand threads.  But bigoted comments deserve to be exposed to all.
,406,"Mar 1, 2016",Whatwouldjeebussay,@murraybob1 You continue to prove you don't.  
,407,"Mar 1, 2016",murraybob1,@Whatwouldjeebussay @murraybob1  I rest my case.... next thread.
,408,"Mar 1, 2016",murraybob1,"Home schooled?  Not possible because my mom was bi-polar.  And she paid for her own meds, thank you."
,409,"Mar 1, 2016",Whatwouldjeebussay,"@murraybob1 You don't understand how comment threads work, apparently.  "
,410,"Mar 1, 2016",illustrator,@Whatwouldjeebussay @murraybob1 Marie is beyond organized replies. She just posts wherever because privilege.  
,411,"Mar 1, 2016",Whatwouldjeebussay,"It's no more intellectually honest to say that all ""socialism"" is bad than to say it is all good."
,412,"Mar 1, 2016",mikekley,"As an Army brat, I have been all over the world. I have seen different forms of government in the countries I visited or lived in, and I have absolutely no doubt that the capitalist system as seen in our Constitutional Republic is the best system in the world. It is what has made the US a magnet for people all over the world. The arrogance of these democratic socialists just amazes me. There is no successful socialist country in the world of the size and population of the US and there never has been. For them to think that if we do it in this country it will be different than every other attempt throughout history is mind-blowing in its ignorance."
,413,"Mar 1, 2016",Whatwouldjeebussay,@mikekley There's also no other country that spends as much as we do on health care and gets such poor results.   If we are comparing countries...  
,414,"Mar 1, 2016",mikekley,@Whatwouldjeebussay @mikekley What poor results? The health care in this country is or was excellent. People have been coming to this country for medical procedures for decades. 
,415,"Mar 1, 2016",JandDW,"@mikekley @Whatwouldjeebussay 
People are going without treatment, because of high deductibles, they are dying (ask any reputable doctor)  and more and more are filing medical bankruptcy because they cannot pay exorbitant medical bills. So many are losing everything they have worked for because they had the misfortune to get ill or injured. 
The health care in this country is not excellent!"
,416,"Mar 1, 2016",mikekley,"@JandDW @mikekley @Whatwouldjeebussay If you had health care, which a majority of Americans did have, before Obamacare, then about 86% of us were satisfied with our coverage. Obamacare has created a bigger mess than we had before without doing what they said it would, namely reduce the cost of health care. Talk to the CIC and Congress, they built this."
,417,"Mar 1, 2016",illustrator,"@mikekley So you traveled as a child and lived under the umbrella of not only your parents, but the US military, and you somehow have concluded that you know anything about what it means to live under those systems? 

Grow up."
,418,"Mar 1, 2016",mikekley,@illustrator @mikekley GFY!! At least I have been out of my parents home town and have been to other countries. That gives me a broader base of experience from which to draw conclusions. You just believe what they tell you to believe.
,419,"Mar 1, 2016",illustrator,"@mikekley @illustrator I've lived for several years under a socialist parliamentary system, and I'm here to tell you it was better.

Try actually experiencing life without a safety net for once in your privileged life, and you might have a clue. "
,420,"Mar 1, 2016",susan1,@illustrator @mikekley Then why do you live here if it was so great?
,421,"Mar 1, 2016",illustrator,"@susan1 @illustrator @mikekley Family, career, and I love this country. Somehow you guys seem to think only conservatives love America. I suspect it's because you see any criticism as an attack on your beloved traditional values of god, guns and gravy."
,422,"Mar 1, 2016",bigdave63,@illustrator @mikekley Go back!
,423,"Mar 1, 2016",FitRon21,@illustrator @mikekley  Socialist country without a safety net?  what in the name of Nitwit Obama are you talking about?
,424,"Mar 1, 2016",FitRon21,"@illustrator @mikekley  A remarkably foolish cheap shot.  Apply logic to that sentence, Grubie."
,425,"Mar 1, 2016",FitRon21,"@mikekley  and the few socialist countries that aren't dirt poor, are busy committing suicide with open borders and mass illegal immigration."
,426,"Mar 1, 2016",mikekley,"@FitRon21 @mikekley We are rapidly heading in that direction too, unfortunately."
,427,"Mar 1, 2016",olddrummerdude,@mikekley  I believe I trust an Army brat more than I do the talking heads and mouthpieces currently sitting behind desks with the delusional thought that somehow Democratic Socialism works.
,428,"Mar 1, 2016",murraybob1,"These people continue to confuse basic social services with ""Big Brother"".  Yuck!"
,429,"Mar 1, 2016",Whatwouldjeebussay,"@murraybob1 You were home schooled, weren't you?  "
,430,"Mar 1, 2016",illustrator,@Whatwouldjeebussay @murraybob1 That's being kind. Marie here inherited everything he has and thinks he's a self made man. 
,431,"Mar 1, 2016",Whatwouldjeebussay,I hope none of you ever have to call one of those socialist fire departments.  Or a socialist police department. Or drive on those socialist roads.  Or borrow a book from the socialist library.  Or sleep safely because of our socialist military.  Or cash a social security check.  
,432,"Mar 1, 2016",ApenPace,@Whatwouldjeebussay The Government always does a good job at every business... right???
,433,"Mar 1, 2016",Whatwouldjeebussay,@ApenPace @Whatwouldjeebussay Did I say that?  
,434,"Mar 1, 2016",murraybob1,"Socialism = ""Trickle up poverty""."
,435,"Mar 1, 2016",DG2160,"USA USA USA= Trump and capitalism, not your old worn out stagnant Socialist-Communist economies that rot from within because no one cares. Go live in Europe if you want that garbage! That system sucks everyone is equally poor, except the ruling political class."
,436,"Mar 1, 2016",Whatwouldjeebussay,@DG2160 You've never been farther than 50 miles from the trailer you were born in.  
,437,"Mar 1, 2016",richinmaine1,"@Whatwouldjeebussay @DG2160 When liberals have no intelligent retort,which is most of the time, they resort to insults."
,438,"Mar 1, 2016",bigdave63,And we don't want that!
,439,"Mar 1, 2016",bigdave63,"If they want a socialist country, then move to one! We are Capitalists in the USA!"
,440,"Mar 1, 2016",illustrator,"@bigdave63 Can I have your social security check, then? "
,441,"Mar 1, 2016",ViperLadyAllen,@illustrator @bigdave63 I believe Dave paid into social security and is entitled to it.
,442,"Mar 1, 2016",bigdave63,@ViperLadyAllen @illustrator @bigdave63 I want it back! I can invest it and make way more.
,443,"Mar 1, 2016",Whatwouldjeebussay,@bigdave63 Except when we're not.   
,444,"Mar 1, 2016",JandDW,"@bigdave63 
We are corrupt Capitalists in the USA and anyone trying to clean it up is seen as bad?!
Why move to another country when we should work to get the corruption and greed out of this one?"
,445,"Mar 1, 2016",KaedinKane,"only people who have no idea what Socialism is are afraid of it. medicare, public education system, the post office.. all Socialism. "
,446,"Mar 1, 2016",ApenPace,"@KaedinKane People who see socialism destroy economies of countries across Europe might fall into the category of being ""afraid"" of it. 
But don't let the facts get in the way of your stance."
,447,"Mar 1, 2016",bigdave63,@KaedinKane And we don't want that!
,448,"Mar 1, 2016",illustrator,"@bigdave63 @KaedinKane  What? Medicare, public education system, the post office, social security, public lands, food inspections, clean air and water?

Tell you what, why don't YOU move, Mr. Capitalist. Try China- they're right up your alley, and be sure to breathe in the air in Beijing. "
,449,"Mar 1, 2016",bigdave63,"@illustrator @bigdave63 @KaedinKane Post Office - massive debt, Medicare - massive debt, Social Security - Ponzi scheme, Etc. Time make everyone responsible for themselves!!!"
,450,"Mar 1, 2016",TimeforChange68,"@KaedinKane  Each Govt. function named above has seen no major progress or upgrades in decades. They, in fact, seem to be collapsing.  No profit, no innovation.  Simple as that.  Can you remember before the phone biz was deregulated?  Same old dial or touch phones.  A couple of styles, a couple of colors.  After deregulation.....Boom!"
,451,"Mar 1, 2016",murraybob1,"Some people don't want to study, or dream, or plan, or work hard, and they expect to earn as much as those who do.  They have their excuses.  But if they can't earn as much as me, at least they can work to make sure that others take home less."
,452,"Mar 1, 2016",illustrator,@murraybob1 Spoken like a true white privileged elitist. Get some humility. It's right next to the humanity you also need a refill on.
,453,"Mar 1, 2016",murraybob1,"@illustrator @murraybob1  Yes, that's one of the excuses...the most common in fact.  Get some vision."
,454,"Mar 1, 2016",illustrator,"@murraybob1 @illustrator Says Marie Antoinette. You're going to find the peons in your peonies soon, dear, and they'll be calling for your elitist head. You can talk to them all about vision then."
